query_i,cf_k,base_proba,cf_pred,valid,n_changes
44,3,0.7125310301780701,0,1,2
44,4,0.7125310301780701,0,1,1
45,0,0.7126817107200623,1,0,2
45,1,0.7126817107200623,0,1,1
45,2,0.7126817107200623,0,1,2
45,3,0.7126817107200623,0,1,1
45,4,0.7126817107200623,0,1,2
46,0,0.7131448984146118,0,1,2
46,1,0.7131448984146118,0,1,1
46,2,0.7131448984146118,0,1,1
46,3,0.7131448984146118,0,1,1
46,4,0.7131448984146118,0,1,1
47,0,0.714154064655304,0,1,1
47,1,0.714154064655304,1,0,1
47,2,0.714154064655304,1,0,1
47,3,0.714154064655304,0,1,2
47,4,0.714154064655304,0,1,2
48,0,0.7150149345397949,0,1,2
48,1,0.7150149345397949,0,1,2
48,2,0.7150149345397949,0,1,2
48,3,0.7150149345397949,1,0,1
48,4,0.7150149345397949,0,1,2
49,0,0.7150651812553406,0,1,2
49,1,0.7150651812553406,1,0,0
49,2,0.7150651812553406,0,1,2
49,3,0.7150651812553406,0,1,1
49,4,0.7150651812553406,0,1,1
50,0,0.7153651118278503,1,0,0
50,1,0.7153651118278503,1,0,1
50,2,0.7153651118278503,1,0,1
50,3,0.7153651118278503,1,0,1
50,4,0.7153651118278503,0,1,2
51,0,0.7157508134841919,0,1,1
51,1,0.7157508134841919,0,1,2
51,2,0.7157508134841919,0,1,2
51,3,0.7157508134841919,0,1,1
51,4,0.7157508134841919,0,1,2
52,0,0.7160344123840332,0,1,2
52,1,0.7160344123840332,1,0,1
52,2,0.7160344123840332,0,1,2
52,3,0.7160344123840332,0,1,1
52,4,0.7160344123840332,0,1,2
53,0,0.7164502739906311,0,1,2
53,1,0.7164502739906311,0,1,2
53,2,0.7164502739906311,0,1,1
53,3,0.7164502739906311,0,1,1
53,4,0.7164502739906311,0,1,2
54,0,0.7167635560035706,1,0,1
54,1,0.7167635560035706,0,1,1
54,2,0.7167635560035706,0,1,2
54,3,0.7167635560035706,0,1,2
54,4,0.7167635560035706,1,0,1
55,0,0.7169020175933838,0,1,2
55,1,0.7169020175933838,0,1,2
55,2,0.7169020175933838,0,1,2
55,3,0.7169020175933838,0,1,2
55,4,0.7169020175933838,0,1,2
56,0,0.717348575592041,1,0,1
56,1,0.717348575592041,0,1,2
56,2,0.717348575592041,0,1,1
56,3,0.717348575592041,0,1,1
56,4,0.717348575592041,0,1,2
57,0,0.7175045013427734,0,1,2
57,1,0.7175045013427734,0,1,1
57,2,0.7175045013427734,0,1,2
57,3,0.7175045013427734,0,1,2
57,4,0.7175045013427734,1,0,1
58,0,0.7185332179069519,0,1,2
58,1,0.7185332179069519,0,1,2
58,2,0.7185332179069519,0,1,1
58,3,0.7185332179069519,1,0,1
58,4,0.7185332179069519,1,0,1
59,0,0.718742311000824,0,1,2
59,1,0.718742311000824,1,0,1
59,2,0.718742311000824,0,1,2
59,3,0.718742311000824,1,0,1
59,4,0.718742311000824,1,0,1
60,0,0.7195122241973877,1,0,1
60,1,0.7195122241973877,1,0,1
60,2,0.7195122241973877,0,1,2
60,3,0.7195122241973877,0,1,2
60,4,0.7195122241973877,0,1,2
61,0,0.7197808623313904,0,1,1
61,1,0.7197808623313904,0,1,1
61,2,0.7197808623313904,0,1,1
61,3,0.7197808623313904,0,1,2
61,4,0.7197808623313904,0,1,2
62,0,0.7212328314781189,0,1,1
62,1,0.7212328314781189,1,0,1
62,2,0.7212328314781189,0,1,1
62,3,0.7212328314781189,0,1,2
62,4,0.7212328314781189,1,0,1
63,0,0.7215065956115723,0,1,1
63,1,0.7215065956115723,0,1,1
63,2,0.7215065956115723,0,1,1
63,3,0.7215065956115723,0,1,1
63,4,0.7215065956115723,0,1,2
64,0,0.7220733165740967,0,1,1
64,1,0.7220733165740967,0,1,1
64,2,0.7220733165740967,0,1,1
64,3,0.7220733165740967,0,1,1
64,4,0.7220733165740967,0,1,2
65,0,0.7222138047218323,0,1,2
65,1,0.7222138047218323,0,1,1
65,2,0.7222138047218323,0,1,2
65,3,0.7222138047218323,0,1,1
65,4,0.7222138047218323,0,1,2
66,0,0.7226301431655884,0,1,2
66,1,0.7226301431655884,1,0,1
66,2,0.7226301431655884,0,1,2
66,3,0.7226301431655884,0,1,2
66,4,0.7226301431655884,1,0,1
67,0,0.7230534553527832,0,1,2
67,1,0.7230534553527832,1,0,1
67,2,0.7230534553527832,0,1,1
67,3,0.7230534553527832,0,1,2
67,4,0.7230534553527832,1,0,0
68,0,0.724118709564209,0,1,1
68,1,0.724118709564209,1,0,1
68,2,0.724118709564209,0,1,2
68,3,0.724118709564209,0,1,1
68,4,0.724118709564209,1,0,1
69,0,0.7243717908859253,0,1,2
69,1,0.7243717908859253,0,1,2
69,2,0.7243717908859253,0,1,2
69,3,0.7243717908859253,0,1,2
69,4,0.7243717908859253,1,0,1
70,0,0.7250797152519226,1,0,1
70,1,0.7250797152519226,0,1,2
70,2,0.7250797152519226,0,1,2
70,3,0.7250797152519226,0,1,2
70,4,0.7250797152519226,0,1,1
71,0,0.7256746292114258,0,1,1
71,1,0.7256746292114258,0,1,2
71,2,0.7256746292114258,0,1,1
71,3,0.7256746292114258,0,1,1
71,4,0.7256746292114258,0,1,1
72,0,0.7257203459739685,0,1,1
72,1,0.7257203459739685,0,1,2
72,2,0.7257203459739685,0,1,1
72,3,0.7257203459739685,0,1,2
72,4,0.7257203459739685,0,1,2
73,0,0.7266004681587219,0,1,1
73,1,0.7266004681587219,0,1,2
73,2,0.7266004681587219,0,1,2
73,3,0.7266004681587219,0,1,1
73,4,0.7266004681587219,0,1,2
74,0,0.7266438603401184,0,1,2
74,1,0.7266438603401184,0,1,2
74,2,0.7266438603401184,0,1,1
74,3,0.7266438603401184,0,1,1
74,4,0.7266438603401184,0,1,1
75,0,0.7268360257148743,0,1,2
75,1,0.7268360257148743,1,0,1
75,2,0.7268360257148743,0,1,1
75,3,0.7268360257148743,1,0,1
75,4,0.7268360257148743,0,1,1
76,0,0.7269046902656555,1,0,1
76,1,0.7269046902656555,0,1,1
76,2,0.7269046902656555,0,1,2
76,3,0.7269046902656555,1,0,1
76,4,0.7269046902656555,1,0,1
77,0,0.7274585366249084,0,1,2
77,1,0.7274585366249084,0,1,2
77,2,0.7274585366249084,0,1,2
77,3,0.7274585366249084,0,1,2
77,4,0.7274585366249084,0,1,1
78,0,0.7277818322181702,0,1,1
78,1,0.7277818322181702,0,1,1
78,2,0.7277818322181702,0,1,1
78,3,0.7277818322181702,0,1,1
78,4,0.7277818322181702,0,1,2
79,0,0.7289448380470276,0,1,2
79,1,0.7289448380470276,1,0,1
79,2,0.7289448380470276,1,0,1
79,3,0.7289448380470276,0,1,2
79,4,0.7289448380470276,1,0,1
80,0,0.7295250296592712,1,0,1
80,1,0.7295250296592712,1,0,2
80,2,0.7295250296592712,0,1,2
80,3,0.7295250296592712,0,1,2
80,4,0.7295250296592712,1,0,1
81,0,0.7304465770721436,0,1,2
81,1,0.7304465770721436,0,1,2
81,2,0.7304465770721436,0,1,1
81,3,0.7304465770721436,0,1,1
81,4,0.7304465770721436,0,1,1
82,0,0.7314582467079163,0,1,2
82,1,0.7314582467079163,0,1,1
82,2,0.7314582467079163,1,0,1
82,3,0.7314582467079163,0,1,2
82,4,0.7314582467079163,0,1,1
83,0,0.7318269610404968,0,1,2
83,1,0.7318269610404968,1,0,1
83,2,0.7318269610404968,1,0,1
83,3,0.7318269610404968,0,1,2
83,4,0.7318269610404968,0,1,2
84,0,0.7322962880134583,0,1,2
84,1,0.7322962880134583,0,1,1
84,2,0.7322962880134583,0,1,1
84,3,0.7322962880134583,0,1,2
84,4,0.7322962880134583,0,1,2
85,0,0.7326169013977051,0,1,1
85,1,0.7326169013977051,0,1,2
85,2,0.7326169013977051,0,1,2
85,3,0.7326169013977051,1,0,1
85,4,0.7326169013977051,0,1,2
86,0,0.732659101486206,1,0,1
86,1,0.732659101486206,0,1,2
86,2,0.732659101486206,0,1,2
86,3,0.732659101486206,0,1,2
86,4,0.732659101486206,0,1,2
87,0,0.7331220507621765,0,1,1
87,1,0.7331220507621765,0,1,2
87,2,0.7331220507621765,1,0,1
87,3,0.7331220507621765,0,1,2
87,4,0.7331220507621765,0,1,2
88,0,0.734413743019104,0,1,1
88,1,0.734413743019104,0,1,1
88,2,0.734413743019104,0,1,2
88,3,0.734413743019104,0,1,2
88,4,0.734413743019104,1,0,1
89,0,0.7350661158561707,0,1,1
89,1,0.7350661158561707,0,1,2
89,2,0.7350661158561707,0,1,2
89,3,0.7350661158561707,0,1,2
89,4,0.7350661158561707,0,1,1
90,0,0.7359605431556702,1,0,2
90,1,0.7359605431556702,0,1,2
90,2,0.7359605431556702,0,1,2
90,3,0.7359605431556702,0,1,1
90,4,0.7359605431556702,0,1,1
91,0,0.7362350821495056,0,1,2
91,1,0.7362350821495056,1,0,0
91,2,0.7362350821495056,1,0,1
91,3,0.7362350821495056,0,1,2
91,4,0.7362350821495056,0,1,2
92,0,0.7364107966423035,0,1,1
92,1,0.7364107966423035,0,1,1
92,2,0.7364107966423035,0,1,2
92,3,0.7364107966423035,0,1,2
92,4,0.7364107966423035,0,1,2
93,0,0.7368509769439697,0,1,1
93,1,0.7368509769439697,0,1,2
93,2,0.7368509769439697,0,1,1
93,3,0.7368509769439697,0,1,1
93,4,0.7368509769439697,0,1,1
94,0,0.7368960380554199,0,1,2
94,1,0.7368960380554199,0,1,1
94,2,0.7368960380554199,1,0,1
94,3,0.7368960380554199,0,1,2
94,4,0.7368960380554199,0,1,2
95,0,0.7370724678039551,1,0,1
95,1,0.7370724678039551,0,1,2
95,2,0.7370724678039551,1,0,1
95,3,0.7370724678039551,0,1,1
95,4,0.7370724678039551,0,1,2
96,0,0.7376420497894287,0,1,1
96,1,0.7376420497894287,0,1,2
96,2,0.7376420497894287,1,0,1
96,3,0.7376420497894287,0,1,2
96,4,0.7376420497894287,1,0,1
97,0,0.7393233776092529,0,1,2
97,1,0.7393233776092529,1,0,1
97,2,0.7393233776092529,0,1,2
97,3,0.7393233776092529,1,0,2
97,4,0.7393233776092529,1,0,1
98,0,0.7395390272140503,0,1,1
98,1,0.7395390272140503,0,1,2
98,2,0.7395390272140503,0,1,2
98,3,0.7395390272140503,0,1,1
98,4,0.7395390272140503,0,1,1
99,0,0.7397193312644958,0,1,2
99,1,0.7397193312644958,0,1,1
99,2,0.7397193312644958,1,0,1
99,3,0.7397193312644958,0,1,1
99,4,0.7397193312644958,0,1,2
100,0,0.7397676110267639,0,1,2
100,1,0.7397676110267639,0,1,2
100,2,0.7397676110267639,0,1,2
100,3,0.7397676110267639,0,1,2
100,4,0.7397676110267639,0,1,1
101,0,0.7402406930923462,0,1,1
101,1,0.7402406930923462,0,1,2
101,2,0.7402406930923462,0,1,2
101,3,0.7402406930923462,0,1,2
101,4,0.7402406930923462,0,1,1
102,0,0.7404932379722595,0,1,1
102,1,0.7404932379722595,0,1,1
102,2,0.7404932379722595,0,1,2
102,3,0.7404932379722595,0,1,2
102,4,0.7404932379722595,1,0,1
103,0,0.7406962513923645,0,1,2
103,1,0.7406962513923645,0,1,1
103,2,0.7406962513923645,0,1,1
103,3,0.7406962513923645,0,1,2
103,4,0.7406962513923645,0,1,2
104,0,0.7414575815200806,0,1,2
104,1,0.7414575815200806,0,1,2
104,2,0.7414575815200806,0,1,1
104,3,0.7414575815200806,0,1,1
104,4,0.7414575815200806,0,1,1
105,0,0.7420994639396667,0,1,2
105,1,0.7420994639396667,0,1,1
105,2,0.7420994639396667,1,0,1
105,3,0.7420994639396667,0,1,1
105,4,0.7420994639396667,0,1,2
106,0,0.7425572276115417,0,1,1
106,1,0.7425572276115417,0,1,2
106,2,0.7425572276115417,0,1,2
106,3,0.7425572276115417,0,1,2
106,4,0.7425572276115417,0,1,2
107,0,0.7431738972663879,0,1,1
107,1,0.7431738972663879,0,1,2
107,2,0.7431738972663879,0,1,1
107,3,0.7431738972663879,0,1,1
107,4,0.7431738972663879,0,1,1
108,0,0.7433226704597473,0,1,1
108,1,0.7433226704597473,0,1,2
108,2,0.7433226704597473,0,1,2
108,3,0.7433226704597473,1,0,2
108,4,0.7433226704597473,0,1,2
109,0,0.7434517741203308,0,1,1
109,1,0.7434517741203308,0,1,1
109,2,0.7434517741203308,1,0,1
109,3,0.7434517741203308,0,1,2
109,4,0.7434517741203308,0,1,1
110,0,0.7436051368713379,0,1,2
110,1,0.7436051368713379,0,1,2
110,2,0.7436051368713379,0,1,2
110,3,0.7436051368713379,0,1,1
110,4,0.7436051368713379,1,0,1
111,0,0.7441452741622925,1,0,1
111,1,0.7441452741622925,0,1,2
111,2,0.7441452741622925,0,1,2
111,3,0.7441452741622925,0,1,2
111,4,0.7441452741622925,1,0,1
112,0,0.7444748878479004,0,1,1
112,1,0.7444748878479004,0,1,2
112,2,0.7444748878479004,0,1,2
112,3,0.7444748878479004,1,0,1
112,4,0.7444748878479004,0,1,2
113,0,0.7455716133117676,0,1,1
113,1,0.7455716133117676,0,1,2
113,2,0.7455716133117676,1,0,0
113,3,0.7455716133117676,0,1,2
113,4,0.7455716133117676,0,1,1
114,0,0.7456991076469421,0,1,2
114,1,0.7456991076469421,0,1,2
114,2,0.7456991076469421,1,0,1
114,3,0.7456991076469421,0,1,2
114,4,0.7456991076469421,1,0,1
115,0,0.7463745474815369,0,1,2
115,1,0.7463745474815369,0,1,2
115,2,0.7463745474815369,0,1,1
115,3,0.7463745474815369,1,0,1
115,4,0.7463745474815369,0,1,2
116,0,0.7465230822563171,0,1,2
116,1,0.7465230822563171,1,0,0
116,2,0.7465230822563171,1,0,1
116,3,0.7465230822563171,0,1,2
116,4,0.7465230822563171,0,1,2
117,0,0.7466758489608765,0,1,1
117,1,0.7466758489608765,0,1,2
117,2,0.7466758489608765,0,1,2
117,3,0.7466758489608765,0,1,1
117,4,0.7466758489608765,0,1,2
118,0,0.7472967505455017,0,1,2
118,1,0.7472967505455017,0,1,1
118,2,0.7472967505455017,0,1,2
118,3,0.7472967505455017,0,1,2
118,4,0.7472967505455017,0,1,2
119,0,0.7474297881126404,0,1,1
119,1,0.7474297881126404,0,1,2
119,2,0.7474297881126404,0,1,2
119,3,0.7474297881126404,0,1,1
119,4,0.7474297881126404,0,1,1
120,0,0.7500255107879639,1,0,1
120,1,0.7500255107879639,1,0,2
120,2,0.7500255107879639,0,1,2
120,3,0.7500255107879639,0,1,2
120,4,0.7500255107879639,0,1,2
121,0,0.750160813331604,0,1,2
121,1,0.750160813331604,0,1,2
121,2,0.750160813331604,0,1,1
121,3,0.750160813331604,0,1,2
121,4,0.750160813331604,1,0,0
122,0,0.7504253387451172,0,1,1
122,1,0.7504253387451172,0,1,2
122,2,0.7504253387451172,0,1,2
122,3,0.7504253387451172,0,1,2
122,4,0.7504253387451172,0,1,1
123,0,0.751391589641571,0,1,2
123,1,0.751391589641571,1,0,1
123,2,0.751391589641571,1,0,1
123,3,0.751391589641571,0,1,2
123,4,0.751391589641571,1,0,1
124,0,0.7520807385444641,0,1,1
124,1,0.7520807385444641,1,0,1
124,2,0.7520807385444641,0,1,1
124,3,0.7520807385444641,0,1,2
124,4,0.7520807385444641,0,1,2
125,0,0.7523022294044495,0,1,2
125,1,0.7523022294044495,0,1,2
125,2,0.7523022294044495,1,0,1
125,3,0.7523022294044495,0,1,1
125,4,0.7523022294044495,0,1,2
126,0,0.7543507218360901,1,0,1
126,1,0.7543507218360901,0,1,1
126,2,0.7543507218360901,0,1,2
126,3,0.7543507218360901,0,1,1
126,4,0.7543507218360901,0,1,2
127,0,0.7545756697654724,0,1,2
127,1,0.7545756697654724,0,1,2
127,2,0.7545756697654724,0,1,1
127,3,0.7545756697654724,0,1,2
127,4,0.7545756697654724,0,1,2
128,0,0.7547087669372559,0,1,2
128,1,0.7547087669372559,0,1,2
128,2,0.7547087669372559,0,1,2
128,3,0.7547087669372559,0,1,2
128,4,0.7547087669372559,0,1,2
129,0,0.754774808883667,0,1,2
129,1,0.754774808883667,0,1,2
129,2,0.754774808883667,0,1,2
129,3,0.754774808883667,0,1,2
129,4,0.754774808883667,1,0,1
130,0,0.7550228238105774,1,0,1
130,1,0.7550228238105774,1,0,1
130,2,0.7550228238105774,0,1,2
130,3,0.7550228238105774,0,1,2
130,4,0.7550228238105774,0,1,2
131,0,0.7561925053596497,0,1,1
131,1,0.7561925053596497,0,1,2
131,2,0.7561925053596497,0,1,2
131,3,0.7561925053596497,0,1,1
131,4,0.7561925053596497,0,1,1
132,0,0.7568624019622803,1,0,1
132,1,0.7568624019622803,1,0,1
132,2,0.7568624019622803,0,1,2
132,3,0.7568624019622803,0,1,1
132,4,0.7568624019622803,0,1,2
133,0,0.7578077912330627,0,1,1
133,1,0.7578077912330627,0,1,1
133,2,0.7578077912330627,0,1,1
133,3,0.7578077912330627,0,1,1
133,4,0.7578077912330627,0,1,1
134,0,0.7581706047058105,1,0,1
134,1,0.7581706047058105,1,0,1
134,2,0.7581706047058105,0,1,2
134,3,0.7581706047058105,1,0,1
134,4,0.7581706047058105,1,0,1
135,0,0.7589405179023743,0,1,1
135,1,0.7589405179023743,0,1,1
135,2,0.7589405179023743,0,1,2
135,3,0.7589405179023743,0,1,2
135,4,0.7589405179023743,0,1,2
136,0,0.7594175338745117,0,1,2
136,1,0.7594175338745117,0,1,1
136,2,0.7594175338745117,0,1,2
136,3,0.7594175338745117,1,0,0
136,4,0.7594175338745117,0,1,1
137,0,0.7607265114784241,0,1,2
137,1,0.7607265114784241,0,1,2
137,2,0.7607265114784241,0,1,1
137,3,0.7607265114784241,0,1,2
137,4,0.7607265114784241,0,1,1
138,0,0.7622138261795044,0,1,2
138,1,0.7622138261795044,0,1,2
138,2,0.7622138261795044,0,1,1
138,3,0.7622138261795044,0,1,1
138,4,0.7622138261795044,0,1,2
139,0,0.7628132104873657,0,1,2
139,1,0.7628132104873657,0,1,2
139,2,0.7628132104873657,1,0,0
139,3,0.7628132104873657,1,0,1
139,4,0.7628132104873657,1,0,1
140,0,0.764909029006958,0,1,2
140,1,0.764909029006958,0,1,1
140,2,0.764909029006958,0,1,1
140,3,0.764909029006958,0,1,1
140,4,0.764909029006958,0,1,1
141,0,0.7649399042129517,0,1,2
141,1,0.7649399042129517,0,1,2
141,2,0.7649399042129517,0,1,2
141,3,0.7649399042129517,0,1,2
141,4,0.7649399042129517,0,1,2
142,0,0.7663862109184265,0,1,2
142,1,0.7663862109184265,1,0,2
142,2,0.7663862109184265,0,1,2
142,3,0.7663862109184265,0,1,2
142,4,0.7663862109184265,1,0,1
143,0,0.7671002745628357,1,0,1
143,1,0.7671002745628357,0,1,2
143,2,0.7671002745628357,0,1,2
143,3,0.7671002745628357,0,1,1
143,4,0.7671002745628357,0,1,1
144,0,0.768514096736908,0,1,1
144,1,0.768514096736908,0,1,2
144,2,0.768514096736908,0,1,1
144,3,0.768514096736908,0,1,1
144,4,0.768514096736908,0,1,1
145,0,0.7686070203781128,0,1,2
145,1,0.7686070203781128,0,1,2
145,2,0.7686070203781128,0,1,2
145,3,0.7686070203781128,0,1,2
145,4,0.7686070203781128,0,1,2
146,0,0.7687904238700867,0,1,1
146,1,0.7687904238700867,0,1,1
146,2,0.7687904238700867,0,1,1
146,3,0.7687904238700867,0,1,1
146,4,0.7687904238700867,0,1,2
147,0,0.7690200805664062,1,0,1
147,1,0.7690200805664062,0,1,1
